Sales Order Number	Quantity	Unit List Price	Production Order Number	Customer for-Order	Order Date	Commit Date	Ship Date	Throughput	Days Late	Late Flag	Component A Inven	Component B Inven	Component C Inven	Component D Inven	Late Code	Routing to Work Center	Work Center Sequence	AAAA-Actual Labor	AAAB-Actual Labor	AAAC-Actual Labor	AAAD-Actual Labor	AAAE-Actual Labor	AAAF-Actual Labor	AAAG-Actual Labor	AAAH-Actual Labor	AAAI-Actual Labor	AAAJ-Actual Labor	AAAK-Actual Labor	AAAL-Actual Labor	AAAM-Actual Labor	AAAN-Actual Labor	AAAO-Actual Labor	AAAP-Actual Labor	AAAQ-Actual Labor	AAAR-Actual Labor	AAAS-Actual Labor	AAAT-Actual Labor	AAAU-Actual Labor	Average Hourly Labor Rate	Component A Unit Cost	Component A Lead Time	Component B unit Cost	Component B Lead Time	Component C Unit Cost	Component C Lead Time	Component D Unit Cost	Component D Lead Time	Delivery Number	Carrier	Base Freight	Premium 	Total Freight Cost	Total Labor Cost	Total Material Cost	QTY X List Price	Gross Margin
O-10053	12	650	P-10053	2	6/9/2011	7/9/2011	7/8/2011	29	-0.136358487	On-Time	118.7519223	2.092646364	383.0713178	3516.908622		R-8	AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10053	CarrierA	300	0	300	6120	1200	7800	180
O-10054	12	650	P-10054	3	6/13/2011	7/13/2011	7/25/2011	42	12.05491029	Late	112.0431653	-5.12912614	193.7883591	3527.055376	Poor Workmanship Internally in Work Centers	R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	36	3	17	5	5	25	2	30	10	40	20	D-10054	CarrierB	200	150	350	12852	1200	7800	-6602
O-10058	12	650	P-10058	4	6/16/2011	7/16/2011	7/24/2011	38	8.845606219	Late	102.1715565	1.733047024	395.3155214	2669.732748	Component D Failure at Final Inspection	R-3	AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI	300	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	36	3	17	5	5	25	2	30	10	40	20	D-10058	CarrierC	150	150	300	74052	1200	7800	-67752
O-10061	12	650	P-10061	5	6/25/2011	7/25/2011	8/9/2011	45	15.00930715	Late	31.11497368	7.036389508	-47.84605266	4656.577664	Customer Changes to the Order	R-3	AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI	200	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	36	3	17	5	5	25	2	30	10	40	20	D-10061	CarrierA	300	150	450	53652	1200	7800	-47502
O-10083	12	650	P-10083	2	8/5/2011	9/4/2011	9/4/2011	30	0.45401515	On-Time	111.98497	0.770204319	64.10534779	3512.493387		R-5	AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	17	5	5	25	2	30	10	40	20	D-10083	CarrierB	200	0	200	6120	1200	7800	280
O-10090	12	650	P-10090	2	8/20/2011	9/19/2011	10/3/2011	44	14.60110825	Late	155.0072269	0.739494046	580.7574214	5236.858878	Component C late Delivery	R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	45	3	17	5	5	25	2	30	10	40	20	D-10090	CarrierC	150	150	300	14688	1200	7800	-8388
O-10092	12	650	P-10092	1	8/23/2011	9/22/2011	9/25/2011	33	3.113406893	Late	165.5799924	2.469350717	511.9393489	1815.311431	Poor Workmanship Internally in Work Centers	R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	56	3	17	5	5	25	2	30	10	40	20	D-10092	CarrierA	300	150	450	16932	1200	7800	-10782
O-10105	12	650	P-10105	5	9/8/2011	10/8/2011	10/6/2011	28	-1.230644091	On-Time	130.2639439	6.610719947	128.9226648	3194.855411		R-3	AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	17	5	5	25	2	30	10	40	20	D-10105	CarrierB	200	0	200	6120	1200	7800	280
O-10107	12	650	P-10107	1	9/14/2011	10/14/2011	10/27/2011	43	13.67637781	Late	128.0360744	5.367346992	375.8338251	4233.035898	Component D late Delivery	R-20	AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	56	0	17	5	5	25	2	30	10	40	20	D-10107	CarrierC	150	150	300	17544	1200	7800	-11244
O-10114	12	650	P-10114	14	9/22/2011	10/22/2011	10/26/2011	34	4.510162627	Late	106.6506121	10.89753657	163.5865512	3800.871169	Component D late Delivery	R-8	AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	67	0	17	5	5	25	2	30	10	40	20	D-10114	CarrierA	300	150	450	19788	1200	7800	-13638
O-10117	12	650	P-10117	39	9/23/2011	10/23/2011	10/24/2011	31	1.698034646	On-Time	-66.89877987	3.665491932	157.487247	2898.222494		R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10117	CarrierB	200	0	200	6120	1200	7800	280
O-10123	12	650	P-10123	5	9/28/2011	10/28/2011	10/31/2011	33	3.179952855	Late	152.5923224	6.063266209	587.2624526	1199.003171	Component D late Delivery	R-19	AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	88	3	17	5	5	25	2	30	10	40	20	D-10123	CarrierC	150	150	300	23460	1200	7800	-17160
O-10129	12	650	P-10129	3	10/7/2011	11/6/2011	11/25/2011	49	19.90795541	Late	105.2143404	4.507168556	320.2812666	3253.17306	Component D late Delivery	R-6	AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	17	5	5	25	2	30	10	40	20	D-10129	CarrierA	300	150	450	6120	1200	7800	30
O-10135	12	650	P-10135	8	10/22/2011	11/21/2011	11/27/2011	36	6.232617257	Late	116.2280726	3.98798665	362.8438087	3226.435049	Component D late Delivery	R-16	AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10135	CarrierB	200	150	350	6120	1200	7800	130
O-10136	12	650	P-10136	1	10/24/2011	11/23/2011	11/21/2011	28	-1.045309539	On-Time	80.13495306	5.167549304	374.7139757	3895.16028		R-19	AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10136	CarrierC	150	0	150	6120	1200	7800	330
O-10138	12	650	P-10138	13	10/27/2011	11/26/2011	11/27/2011	31	1.608163093	On-Time	92.24921247	3.409537536	570.9558714	4554.521288		R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10138	CarrierA	300	0	300	6120	1200	7800	180
O-10138	12	650	P-10138	13	10/27/2011	11/26/2011	11/27/2011	31	1.608163093	On-Time	92.24921247	3.409537536	570.9558714	4554.521288		R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10138	CarrierB	200	0	200	6120	1200	7800	280
O-10138	12	650	P-10138	13	10/27/2011	11/26/2011	11/27/2011	31	1.608163093	On-Time	92.24921247	3.409537536	570.9558714	4554.521288		R-17	AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10138	CarrierC	150	0	150	6120	1200	7800	330
O-10140	12	650	P-10140	2	10/29/2011	11/28/2011	11/27/2011	29	-0.257565023	On-Time	239.1488315	6.086238946	415.9179987	2016.746036		R-19	AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10140	CarrierA	300	0	300	6120	1200	7800	180
O-10142	12	650	P-10142	5	11/2/2011	12/2/2011	12/4/2011	32	2.019636664	Late	140.5265139	3.569763373	356.5202671	3422.976914	Poor Workmanship Internally in Work Centers	R-13	AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	55	3	17	5	5	25	2	30	10	40	20	D-10142	CarrierB	200	150	350	16728	1200	7800	-10478
O-10144	12	650	P-10144	2	11/4/2011	12/4/2011	1/21/2012	78	48.06891721	Late	165.8846969	3.951066449	489.7219661	2147.8427	Component D late Delivery	R-9	AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10144	CarrierC	150	150	300	6120	1200	7800	180
O-10144	12	650	P-10144	2	11/4/2011	12/4/2011	1/21/2012	78	48.06891721	Late	165.8846969	3.951066449	489.7219661	2147.8427	Component D late Delivery	R-9	AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10144	CarrierA	300	150	450	6120	1200	7800	30
O-10150	12	650	P-10150	4	11/10/2011	12/10/2011	12/9/2011	29	-0.054354038	On-Time	55.28741505	5.934885979	310.5021264	1812.650786		R-8	AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10150	CarrierB	200	0	200	6120	1200	7800	280
O-10170	12	650	P-10170	46	12/7/2011	1/6/2012	1/5/2012	29	-0.350250262	On-Time	82.43464187	0.591824976	345.3413177	2733.435281		R-19	AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10170	CarrierC	150	0	150	6120	1200	7800	330
O-10184	12	650	P-10184	2	12/26/2011	1/25/2012	2/15/2012	51	21.18900762	Late	98.43771875	2.594664991	565.2023462	2348.085287	Component D late Delivery	R-6	AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	17	5	5	25	2	30	10	40	20	D-10184	CarrierA	300	150	450	6120	1200	7800	30
O-10188	12	650	P-10188	3	1/3/2012	2/2/2012	1/31/2012	28	-1.180908263	On-Time	86.73849702	0.339098911	671.248343	2733.282883		R-19	AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10188	CarrierB	200	0	200	6120	1200	7800	280
O-10190	12	650	P-10190	2	1/6/2012	2/5/2012	2/6/2012	31	1.223558096	On-Time	92.67988384	5.345643214	332.3540333	2195.175633		R-1	AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10190	CarrierC	150	0	150	6120	1200	7800	330
O-10207	12	650	P-10207	1	1/26/2012	2/25/2012	2/23/2012	28	-1.536261108	On-Time	139.1338794	5.66900394	230.2394699	2781.557141		R-12	AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10207	CarrierA	300	0	300	6120	1200	7800	180
O-10216	12	650	P-10216	1	2/2/2012	3/3/2012	3/9/2012	36	6.959548549	Late	62.63200594	-1.312948651	546.0014757	4109.59149	Component D Failure at Final Inspection	R-16	AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10216	CarrierB	200	150	350	6120	1200	7800	130
O-10219	12	650	P-10219	2	2/6/2012	3/7/2012	3/21/2012	44	14.5544921	Late	62.61044038	5.592286152	401.9985685	3481.841947	Component D Failure at Final Inspection	R-1	AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10219	CarrierC	150	150	300	6120	1200	7800	180
O-10223	12	650	P-10223	3	2/7/2012	3/8/2012	3/16/2012	38	8.050715651	Late	100.5537619	4.89347828	300.0647673	2366.216331	Component D late Delivery	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10223	CarrierA	300	150	450	6120	1200	7800	30
O-10233	12	650	P-10233	4	2/24/2012	3/25/2012	3/28/2012	33	3.778195291	Late	22.73043874	5.368659426	355.6861741	2367.007183	Poor Workmanship Internally in Work Centers	R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	78	3	17	5	5	25	2	30	10	40	20	D-10233	CarrierB	200	150	350	21420	1200	7800	-15170
O-10236	12	650	P-10236	3	2/24/2012	3/25/2012	3/25/2012	30	0.713169769	On-Time	84.61720464	3.268283776	259.0625424	3409.080135		R-1	AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10236	CarrierC	150	0	150	6120	1200	7800	330
O-10262	12	650	P-10262	3	3/24/2012	4/23/2012	4/23/2012	30	0.824496745	On-Time	62.08708641	2.507248709	338.5875583	2998.991978		R-1	AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10262	CarrierA	300	0	300	6120	1200	7800	180
O-10278	12	650	P-10278	2	4/15/2012	5/15/2012	5/30/2012	45	15.47344708	Late	70.59713802	2.485278388	583.884528	3585.888408	Component C late Delivery	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	56	3	17	5	5	25	2	30	10	40	20	D-10278	CarrierB	200	150	350	16932	1200	7800	-10682
O-10280	12	650	P-10280	1	4/18/2012	5/18/2012	5/16/2012	28	-1.434223941	On-Time	-11.84504067	0.321708111	513.6509517	3836.435486		R-7	AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	17	5	5	25	2	30	10	40	20	D-10280	CarrierC	150	0	150	6120	1200	7800	330
O-10282	12	650	P-10282	1	4/23/2012	5/23/2012	5/21/2012	28	-1.471236042	On-Time	144.7088895	1.885314654	78.58684426	3179.751966		R-16	AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10282	CarrierA	300	0	300	6120	1200	7800	180
O-10282	12	650	P-10282	1	4/23/2012	5/23/2012	5/21/2012	28	-1.471236042	On-Time	144.7088895	1.885314654	78.58684426	3179.751966		R-16	AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10282	CarrierB	200	0	200	6120	1200	7800	280
O-10284	12	650	P-10284	23	4/24/2012	5/24/2012	5/22/2012	28	-1.236783952	On-Time	46.67254354	1.289071774	4.29334581	1213.042259		R-18	AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10284	CarrierC	150	0	150	6120	1200	7800	330
O-10293	12	650	P-10293	37	5/6/2012	6/5/2012	6/5/2012	30	0.803468548	On-Time	101.1751196	3.393910066	293.3604332	2483.805416		R-10	AAAG-AAAH-AAAI-AAAJ-AAAK-AAAL-AAAM-AAAN-AAAO-AAAP	0	0	0	0	0	0	3	3	3	3	3	3	3	3	3	3	0	0	0	0	0	17	5	5	25	2	30	10	40	20	D-10293	CarrierA	300	0	300	6120	1200	7800	180
O-10303	12	650	P-10303	1	5/20/2012	6/19/2012	7/1/2012	42	12.74393735	Late	85.4313554	0.88120752	175.9004201	3933.115979	Customer Changes to the Order	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	78	3	17	5	5	25	2	30	10	40	20	D-10303	CarrierB	200	150	350	21420	1200	7800	-15170
O-10308	12	650	P-10308	2	6/1/2012	7/1/2012	7/7/2012	36	6.416848215	Late	216.3798173	4.2427326	34.00006932	4766.636522	Component D Failure at Final Inspection	R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	90	3	17	5	5	25	2	30	10	40	20	D-10308	CarrierC	150	150	300	23868	1200	7800	-17568
O-10308	12	650	P-10308	2	6/1/2012	7/1/2012	7/7/2012	36	6.416848215	Late	216.3798173	4.2427326	34.00006932	4766.636522	Component D Failure at Final Inspection	R-11	AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	96	3	17	5	5	25	2	30	10	40	20	D-10308	CarrierA	300	150	450	25092	1200	7800	-18942
O-10310	12	650	P-10310	25	6/4/2012	7/4/2012	7/5/2012	31	1.123886957	On-Time	94.26824322	1.386746109	258.718785	1424.125744		R-3	AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF-AAAG-AAAH-AAAI	3	3	3	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	17	5	5	25	2	30	10	40	20	D-10310	CarrierB	200	0	200	6120	1200	7800	280
O-10321	12	650	P-10321	1	6/15/2012	7/15/2012	7/17/2012	32	2.550399704	Late	-3.74206723	1.880858771	66.31971851	1811.088534	Component D late Delivery	R-21	AAAL-AAAM-AAAN-AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	3	3	3	35	3	17	5	5	25	2	30	10	40	20	D-10321	CarrierC	150	150	300	12648	1200	7800	-6348
O-10329	12	650	P-10329	2	6/24/2012	7/24/2012	8/2/2012	39	9.783722433	Late	60.31976304	-1.031762813	648.7656233	2632.081395	Customer Changes to the Order	R-9	AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC-AAAD-AAAE-AAAF	3	3	3	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	17	5	5	25	2	30	10	40	20	D-10329	CarrierA	300	150	450	6120	1200	7800	30
O-10331	12	650	P-10331	2	6/25/2012	7/25/2012	8/19/2012	55	25.60263281	Late	115.5781157	1.646459464	-2.300716708	3196.413672	Poor Workmanship Internally in Work Centers	R-15	AAAO-AAAP-AAAQ-AAAR-AAAS-AAAT-AAAU-AAAA-AAAB-AAAC	3	3	3	0	0	0	0	0	0	0	0	0	0	0	3	3	3	3	3	88	3	17	5	5	25	2	30	10	40	20	D-10331	CarrierB	200	150	350	23460	1200	7800	-17210
