Col 1,Col 2,Col 3,Col 4,Col 5,Col 6,Col 7,Col 8,Col 9,Col 10,Col 11,Col 12,Col 13,Col 14,Col 15,Col 16,Col 17,Col 18,Col 19,Col 20
0.996574692,0.781636335,0.178904399,0.198319117,0.991966917,0.452028721,0.213893233,0.079507151,0.858609361,0.105646376,0.292613852,0.055290181,0.096138785,0.178448739,0.166847276,0.46170071,0.736553327,0.35661916,0.10943493,0.608434899
0.510156161,0.225835459,0.220604357,0.297087236,0.548967345,0.80100593,0.068404635,0.870345322,0.0142773,0.970420017,0.449667986,0.086273025,0.864925544,0.615889763,0.028844403,0.122045059,0.966014321,0.984523717,0.466048744,0.713994274
0.171229086,0.080994676,0.089973004,0.533152277,0.893518245,0.31595134,0.349307279,0.950388885,0.355702185,0.869842372,0.055189903,0.194172078,0.322015328,0.20801941,0.647703186,0.678714342,0.434476383,0.846922575,0.542201144,0.281917154
0.740688597,0.089988606,0.01225458,0.066104181,0.250735511,0.147318961,0.112951102,0.051416634,0.985668285,0.490178499,0.716975449,0.3145196,0.033969761,0.218581551,0.845809146,0.192793338,0.141389671,0.080517645,0.337474969,0.409030368
0.891472937,0.976380638,0.68333037,0.628986793,0.605324307,0.22318781,0.94891563,0.219043714,0.806730143,0.680924278,0.026581211,0.66111085,0.603510779,0.465277264,0.501959828,0.50423289,0.590466121,0.49378385,0.150741451,0.540503543
0.263644367,0.247971252,0.106223616,0.810231242,0.435947685,0.183385667,0.137614531,0.428162816,0.68576452,0.134989773,0.357357033,0.028651951,0.974755249,0.599361597,0.521583893,0.085087565,0.787912768,0.356676951,0.88969378,0.618828487
0.067242162,0.748097192,0.26486331,0.094711573,0.888601634,0.672868583,0.866516258,0.661603581,0.231306551,0.676769327,0.972126808,0.649054458,0.936291181,0.176374981,0.138335982,0.757055673,0.615419156,0.795048181,0.948612487,0.513086258
0.692439745,0.023184603,0.412359377,0.412547983,0.047767668,0.758734212,0.04943229,0.824289621,0.025107215,0.379925932,0.63666932,0.075397585,0.92153616,0.154709344,0.255279245,0.965282161,0.046422977,0.453915734,0.861603211,0.813865423
0.518318443,0.06875034,0.817188602,0.467801154,0.096558639,0.403069912,0.494246247,0.447412243,0.016099143,0.556818383,0.760195477,0.757238059,0.126526171,0.289033157,0.724962655,0.924355862,0.526882064,0.20863397,0.536520759,0.287113972
0.884470995,0.247668578,0.68795527,0.068896078,0.062028016,0.293611455,0.622067333,0.075830118,0.585921433,0.638051911,0.840562082,0.895591522,0.249854952,0.57793937,0.163814227,0.188896247,0.078010501,0.62554108,0.044801251,0.208999604
0.438259742,0.062251354,0.566062987,0.744730115,0.410555882,0.931677799,0.621783946,0.667400607,0.663560485,0.137411844,0.863332091,0.443217295,0.047898939,0.451657316,0.633809608,0.30174174,0.148772826,0.888134164,0.176542397,0.235749114
0.094849319,0.397590878,0.818974003,0.38905366,0.48934324,0.409824498,0.215219449,0.771887058,0.395188833,0.563331518,0.875004298,0.900910657,0.982672532,0.677897921,0.836027055,0.582690771,0.616516624,0.725278393,0.218111911,0.858091061
0.557677252,0.220349561,0.29876575,0.594671481,0.312981586,0.809588358,0.304276486,0.794504874,0.303718522,0.602092142,0.845908303,0.031110386,0.380198917,0.555778111,0.941797499,0.753098576,0.018328361,0.221753406,0.834144516,0.752884181
0.227586137,0.818980646,0.182232679,0.21609788,0.646652853,0.470027254,0.068061453,0.656013971,0.588989454,0.585084572,0.520984331,0.33528899,0.846539927,0.332721564,0.655121684,0.030804188,0.268382901,0.942296881,0.534839527,0.8370293
0.837444908,0.735334152,0.102739916,0.581074891,0.979266071,0.875830629,0.567746896,0.849006944,0.766960252,0.758506811,0.786152343,0.023602236,0.923779872,0.577294911,0.462029174,0.08635272,0.474279111,0.397246118,0.560762871,0.182533312
0.733859108,0.025507228,0.25907171,0.532796196,0.135537089,0.04110815,0.181321415,0.940763005,0.118338022,0.295861905,0.792604378,0.253893079,0.986284193,0.566372036,0.349471249,0.80501119,0.507503122,0.982113163,0.578318235,0.223497202
0.0862726,0.399635966,0.197781344,0.544277515,0.761165269,0.659030971,0.227225323,0.876205599,0.805116226,0.9114435,0.856384315,0.514611038,0.785710401,0.240473446,0.316683878,0.76993528,0.654239315,0.213053963,0.886767223,0.545286138
0.415709269,0.591289914,0.159642408,0.822512954,0.222408866,0.371385937,0.328562019,0.497417515,0.223516723,0.37165451,0.126388832,0.924902617,0.34633514,0.485888558,0.542302144,0.470116455,0.453467749,0.847508981,0.504418081,0.279885883
0.885657953,0.407850036,0.640312864,0.96434362,0.160750666,0.239146301,0.956348516,0.34868283,0.230104783,0.61894399,0.272283037,0.779889074,0.892246503,0.762782444,0.685279957,0.462036193,0.825377322,0.379948955,0.528792368,0.017917554
0.394853446,0.757572272,0.658412093,0.502498771,0.159911307,0.400746873,0.442442533,0.139638462,0.757715052,0.766642079,0.63040875,0.052802206,0.055215313,0.815743918,0.972963297,0.4099445,0.026628142,0.596508845,0.591167495,0.041705085
0.444969112,0.790849832,0.89172048,0.476386256,0.191270797,0.88978291,0.550867955,0.079271203,0.218349648,0.86842312,0.809284085,0.83924716,0.655763284,0.472266268,0.881946388,0.30960719,0.584475801,0.863378364,0.884031346,0.633808683
0.585573774,0.863612181,0.837547672,0.326509429,0.781064795,0.432426428,0.646553442,0.222160724,0.093225815,0.079154459,0.801932733,0.086516027,0.449071425,0.151110472,0.388712972,0.793959804,0.755772675,0.802073233,0.358288757,0.313859984
0.931501654,0.861258789,0.60578035,0.636625904,0.685700947,0.615756292,0.543443621,0.479805765,0.599923654,0.712568349,0.410010337,0.549478838,0.187351268,0.206417498,0.972774199,0.701913359,0.684514779,0.384156769,0.745332222,0.934909744
0.637103324,0.660397819,0.952762876,0.487173328,0.849813601,0.119595854,0.928545898,0.263486301,0.573205186,0.393356542,0.720930574,0.583886094,0.780687717,0.828351097,0.20015256,0.274190712,0.295726658,0.042936171,0.676560009,0.948668805
0.350854384,0.099574347,0.528816098,0.925003441,0.159301908,0.065509203,0.731647006,0.738582637,0.892703027,0.712981691,0.284473243,0.875330025,0.839874412,0.077014063,0.278992442,0.546367331,0.089156785,0.593002624,0.226949715,0.356903526
0.776838204,0.137143203,0.942460357,0.974069632,0.363547771,0.389480612,0.991562612,0.368942383,0.131320569,0.576124343,0.914027452,0.279551587,0.584705512,0.626091501,0.030574136,0.959626314,0.024311297,0.988236136,0.286242682,0.843465642
0.393678926,0.799627374,0.988976042,0.362580828,0.843312264,0.731175219,0.640576242,0.20655554,0.834548753,0.64300112,0.668236668,0.18781558,0.670714235,0.827760938,0.476652937,0.324201189,0.042902996,0.919991068,0.161965649,0.327229187
0.186230112,0.393018892,0.716485603,0.028316485,0.357245734,0.511203238,0.827674633,0.825576868,0.603308559,0.014463069,0.089118867,0.407608015,0.738027008,0.728652434,0.411003354,0.856197599,0.941869398,0.188946884,0.85080183,0.901168621
0.288452996,0.974421672,0.034445883,0.745767596,0.424200613,0.323741426,0.313998141,0.464510837,0.119833369,0.254993926,0.726382152,0.110815542,0.040775704,0.264119191,0.665331271,0.286365625,0.395048685,0.840311201,0.740946557,0.393769559
0.636964863,0.133970673,0.231186126,0.881577901,0.798424762,0.594999163,0.201231708,0.326996513,0.079182067,0.361400733,0.282258833,0.413762414,0.662028813,0.512045345,0.794478698,0.484238111,0.477233964,0.401075694,0.239476334,0.924508792
0.022259127,0.101710564,0.355216956,0.748934645,0.586378711,0.137779124,0.161764731,0.359357251,0.60531213,0.195359018,0.843868363,0.719774495,0.212537076,0.087232441,0.941497077,0.175504898,0.460021732,0.130575183,0.17890452,0.141114308
0.572323361,0.087512562,0.220837784,0.245699557,0.286349416,0.121691794,0.138595496,0.905298405,0.70976198,0.480897859,0.893895765,0.907830589,0.39741829,0.382413267,0.052584767,0.899186599,0.879398389,0.649381689,0.50232209,0.62595288
0.814568631,0.416403815,0.41706461,0.766068492,0.131686376,0.518268686,0.772540894,0.082074913,0.147145389,0.534325775,0.241882571,0.92597125,0.024941002,0.450573973,0.346310604,0.190424351,0.549564303,0.548466607,0.02599936,0.241717507
0.247968944,0.679802003,0.494406272,0.294652747,0.253196044,0.98755649,0.333158328,0.773180048,0.467551297,0.965243501,0.568490595,0.136667619,0.550275436,0.871692281,0.659688987,0.986454688,0.292131396,0.533177074,0.145657921,0.472830783
0.826016496,0.41046853,0.041397517,0.468319014,0.371466961,0.192753865,0.273005249,0.276638905,0.298569446,0.310953298,0.587971371,0.993667389,0.960856943,0.739150819,0.619109939,0.60470228,0.580393304,0.454832364,0.203184967,0.046817099
0.122210679,0.898212133,0.784073811,0.820903704,0.886627309,0.93509754,0.748231124,0.411012054,0.291060221,0.823426855,0.23930085,0.29813138,0.355820338,0.505826362,0.563415681,0.516602951,0.699156016,0.009924693,0.503072422,0.881237111
0.141084538,0.340987784,0.525620414,0.155967152,0.245882348,0.554284753,0.210213116,0.61760499,0.686716045,0.555376137,0.083777765,0.975472373,0.914757493,0.443391286,0.677897413,0.020062932,0.576423504,0.980114621,0.368087642,0.041886453
0.799346796,0.274812392,0.541252746,0.275081782,0.674368626,0.130187485,0.343792394,0.612357483,0.663954702,0.162626644,0.438724978,0.132493225,0.969490436,0.670904499,0.216354266,0.992967908,0.231206631,0.374362756,0.377399426,0.139402822
0.928285173,0.561033333,0.400089354,0.056840314,0.887986177,0.533864058,0.602390015,0.848074881,0.98524878,0.456202952,0.615191815,0.424496616,0.366345903,0.519512357,0.367949149,0.800628304,0.167387755,0.828911327,0.832001691,0.541233777
0.804103946,0.971144606,0.02118548,0.931646552,0.888208342,0.99038034,0.282208285,0.548097172,0.444531151,0.005536365,0.571577456,0.635583038,0.385231655,0.136292077,0.525214437,0.828793378,0.973911132,0.487912745,0.815773405,0.375995922
0.342253946,0.719506839,0.170623138,0.443319239,0.101694245,0.701366447,0.401855334,0.73775527,0.283333911,0.216271812,0.976027668,0.153547622,0.834184081,0.402348325,0.377980243,0.058371045,0.061355865,0.358096722,0.64278194,0.680423026
0.305828457,0.879269602,0.104726149,0.800352732,0.862816939,0.468888905,0.087717155,0.278949897,0.545857786,0.384281088,0.347802535,0.794792247,0.030420722,0.622981854,0.302838766,0.423943128,0.609553204,0.742077265,0.721750476,0.578828628
0.539558193,0.519792374,0.900480251,0.998312538,0.384483162,0.673856452,0.771572317,0.145284709,0.093145072,0.685318908,0.963118465,0.367960505,0.036529491,0.52484002,0.621563974,0.330125042,0.993498215,0.934795597,0.332498078,0.296984673
0.613732914,0.587476563,0.838078964,0.529406477,0.869730365,0.040634344,0.678107199,0.882000686,0.209363759,0.562362695,0.205827322,0.44686158,0.247792856,0.758766562,0.694577048,0.889295679,0.959069524,0.649792616,0.022756733,0.421894301
0.69486792,0.763662766,0.092570427,0.351487655,0.715852193,0.198017225,0.334712039,0.092144118,0.49076694,0.77899749,0.99526356,0.256923393,0.000270397,0.467517825,0.139644593,0.766669289,0.75516186,0.115834045,0.768039437,0.455678005
0.532461503,0.70879385,0.145589052,0.074377784,0.321266085,0.749613675,0.165216223,0.747911958,0.844323139,0.476688494,0.590753608,0.222422891,0.662918016,0.489861798,0.053721458,0.503501975,0.830283051,0.219895734,0.539166966,0.519899226
0.123864281,0.314390337,0.060061209,0.993879688,0.015141322,0.237414992,0.931270524,0.019294367,0.585206822,0.861534992,0.895631489,0.793370495,0.579260457,0.47614379,0.797804362,0.773759869,0.762584333,0.682444182,0.73278301,0.523138244
0.792686272,0.769509631,0.539144821,0.330065382,0.701812325,0.356388728,0.754787909,0.627079362,0.932115558,0.555876742,0.364128849,0.918213981,0.172208129,0.280933705,0.215525353,0.773000943,0.193888957,0.342158454,0.734094269,0.172363171
0.533468497,0.410123097,0.806997274,0.09754439,0.2525355,0.070264204,0.125835809,0.759962874,0.614170373,0.566745415,0.476744287,0.842184875,0.481750289,0.932372111,0.408705836,0.801810331,0.278163375,0.368497525,0.124934087,0.290412443
0.106427093,0.494907862,0.361927775,0.24588419,0.532863178,0.653961848,0.990192763,0.076698881,0.0667187,0.351256015,0.306198523,0.939303522,0.400141925,0.708725355,0.979917181,0.722642469,0.333157193,0.355085162,0.358425566,0.821395441
0.811501092,0.778789099,0.161160935,0.511294321,0.809991544,0.180626274,0.971638978,0.720340391,0.64604992,0.024755543,0.656287133,0.240319527,0.155510092,0.901324822,0.408921891,0.181238083,0.138621288,0.28557954,0.268393202,0.585984983
0.490916255,0.199707154,0.659158983,0.296373757,0.630873441,0.431615893,0.464590956,0.737686602,0.713448487,0.647942399,0.193640096,0.19040183,0.763344059,0.945998223,0.104929533,0.19720819,0.741357072,0.204051041,0.630487167,0.00239185
0.213961539,0.576936162,0.035380207,0.512082159,0.950966807,0.254780696,0.270498586,0.32079788,0.845439206,0.49547244,0.338236592,0.728093706,0.415473015,0.010836001,0.647311276,0.201768757,0.259638714,0.784486659,0.523048162,0.304754315
0.604910586,0.295524734,0.271155622,0.974871733,0.979301113,0.430167579,0.87149976,0.503106759,0.87458225,0.257076276,0.795511285,0.630225368,0.831041964,0.127232915,0.845465697,0.908663098,0.275087494,0.077350052,0.53580322,0.548568482
0.069661177,0.539829929,0.333928989,0.890448994,0.622294948,0.959625599,0.981079406,0.862138296,0.391709625,0.603467712,0.987711654,0.148300042,0.835148863,0.980603777,0.310421207,0.676127013,0.199185838,0.162635171,0.476265365,0.854112408
0.189081939,0.771713188,0.561448946,0.511504832,0.165372418,0.849457286,0.643843584,0.383434106,0.549023765,0.303428352,0.926882897,0.668724421,0.032358355,0.223429841,0.418290738,0.026103967,0.174678523,0.818048978,0.85561479,0.988409581
0.941767196,0.071251878,0.302729423,0.321319291,0.940105347,0.204480112,0.900861882,0.597447937,0.443223521,0.811979722,0.489483203,0.724792612,0.288471926,0.739078029,0.354387078,0.183484735,0.07333093,0.518426682,0.185000775,0.288955342
0.261676088,0.587169848,0.075943593,0.297008824,0.997982673,0.300508056,0.174729263,0.342189565,0.477695075,0.641970729,0.964486492,0.902583673,0.829952814,0.001308872,0.832693943,0.000920534,0.681237412,0.01939961,0.652584859,0.584416243
0.056241131,0.074204721,0.680959061,0.610930847,0.470092334,0.425597391,0.971896063,0.503210835,0.182393116,0.614418808,0.911366353,0.576946584,0.280361672,0.582463159,0.982273834,0.810220305,0.868265776,0.38824181,0.455971603,0.272806389
0.501572101,0.103929465,0.366846501,0.588385008,0.428082979,0.593918618,0.370747662,0.772546955,0.904163291,0.529092714,0.027761135,0.483279954,0.345090814,0.530025611,0.770243718,0.574558675,0.341678696,0.667048754,0.847183961,0.62986312
0.785302292,0.974658603,0.834130359,0.976782976,0.902693702,0.860662073,0.950372534,0.557552966,0.526630109,0.771803722,0.269838,0.051228207,0.315809475,0.464901732,0.342981749,0.746293,0.176758202,0.276856251,0.476268313,0.183990771
0.376665038,0.748672147,0.772879886,0.790778223,0.421540094,0.295617614,0.954804589,0.850295025,0.957925119,0.378386718,0.789690102,0.537095813,0.753333206,0.926868283,0.830453981,0.973003887,0.46248127,0.254107197,0.22114491,0.413434921
0.42330487,0.576945933,0.830635738,0.649298046,0.671650394,0.258504759,0.70699355,0.809125659,0.368187619,0.519182242,0.415284057,0.151736472,0.237082965,0.600437021,0.874303673,0.699641098,0.02383892,0.724531322,0.514955412,0.464149681
0.154337574,0.052924366,0.526025557,0.598503328,0.642204719,0.234277704,0.549319521,0.728279689,0.838635622,0.422986514,0.801682122,0.702334407,0.8001758,0.797794078,0.813222908,0.934007542,0.713623126,0.295617432,0.185896462,0.535445392
0.576562363,0.034618551,0.084355165,0.65266021,0.272903219,0.145467754,0.795550405,0.883322803,0.067508675,0.178297272,0.019772046,0.136526969,0.20033922,0.514127049,0.37196305,0.718284992,0.503451919,0.476118484,0.943586304,0.839113713
0.647692456,0.534013096,0.244276707,0.543809385,0.652679547,0.804775621,0.148853561,0.229377398,0.605886065,0.489897326,0.034339618,0.479647668,0.271890386,0.973898275,0.935930564,0.8922778,0.067761944,0.752821532,0.979986602,0.444687752
0.190280933,0.092954607,0.070111151,0.965341607,0.008253821,0.057194272,0.224989591,0.407267475,0.855421429,0.961065912,0.071792869,0.193471727,0.247850137,0.583731321,0.424349309,0.159695352,0.28853004,0.610196232,0.627958906,0.320399118
0.54626381,0.044312473,0.260872639,0.698546636,0.043871892,0.476613715,0.628017323,0.465533315,0.269608674,0.063648721,0.418694856,0.25081552,0.837467111,0.408074655,0.106590472,0.551610967,0.117799865,0.580784482,0.843816021,0.038513894
0.899785361,0.654550019,0.247290367,0.00190589,0.257771052,0.897937455,0.93749935,0.467011583,0.75446357,0.331493963,0.607316011,0.853107893,0.205014846,0.487508607,0.134271752,0.690597571,0.73313295,0.135453551,0.461101988,0.571052126
0.174789261,0.79908414,0.287944012,0.153781331,0.491238132,0.877431481,0.575528722,0.128332603,0.92218738,0.462097113,0.18497314,0.280531396,0.266989702,0.119231536,0.6893404,0.742347205,0.876950612,0.173057966,0.961770964,0.537304622
0.241384276,0.573921216,0.729147314,0.620235229,0.392428725,0.931413064,0.925323245,0.77549646,0.908888771,0.021417024,0.254876523,0.720247711,0.85220438,0.702054321,0.572490319,0.650755188,0.620585503,0.122155755,0.186514459,0.831641706
0.25377248,0.60745674,0.101156968,0.741899507,0.578658293,0.585869597,0.466622173,0.378879812,0.299900484,0.707874553,0.14022422,0.949681192,0.674400442,0.595929418,0.742359211,0.880390162,0.771429798,0.605037473,0.398564423,0.969846049
0.562133649,0.844537172,0.095452207,0.13939656,0.914036239,0.783160167,0.365201806,0.009845916,0.318045142,0.395645804,0.370888256,0.253216009,0.042766341,0.412113013,0.12764376,0.221356474,0.171701951,0.356950206,0.491908662,0.386447416
0.7195853,0.609596482,0.665215134,0.745674767,0.754381929,0.859991473,0.825698946,0.788048462,0.867850507,0.057743906,0.306878296,0.618078967,0.782889566,0.766997272,0.107370367,0.111238164,0.130386669,0.21342153,0.147743677,0.72110344
0.184732713,0.063443065,0.948303238,0.654567282,0.452621554,0.969111108,0.876919606,0.17111532,0.919348147,0.381728891,0.464929971,0.945842425,0.393876643,0.12377962,0.070208958,0.989091573,0.124715557,0.693708744,0.239776588,0.685835796
0.195202141,0.299716912,0.193215234,0.259661752,0.35070601,0.037879851,0.51565115,0.100654352,0.476244582,0.398279111,0.952636951,0.149623384,0.475410589,0.176051841,0.689721346,0.905438256,0.77260547,0.512194388,0.658690202,0.224757926
0.170701114,0.962109958,0.177707028,0.051530634,0.151948201,0.984987165,0.464572796,0.383910707,0.255194197,0.1775074,0.41517474,0.768424372,0.775296252,0.56644252,0.331325613,0.467803852,0.888176098,0.25534702,0.845219854,0.11950326
0.579539924,0.738166674,0.659277873,0.833365556,0.975912176,0.149751769,0.055485842,0.223746982,0.051714471,0.485933129,0.874374772,0.954184854,0.028519934,0.529673279,0.719947891,0.679681821,0.851214133,0.927138477,0.476323101,0.998765029
0.163433221,0.210021589,0.763683405,0.460451666,0.751670852,0.960675586,0.330643953,0.97738071,0.874144718,0.777850665,0.07234259,0.101693009,0.006935988,0.120200018,0.974964222,0.609453763,0.527270102,0.823250122,0.953877514,0.233319961
0.563613256,0.117240659,0.972756059,0.011693761,0.043204535,0.018371658,0.422014377,0.97592168,0.659418465,0.204396026,0.608259723,0.676982023,0.775406435,0.81071118,0.648431115,0.294916206,0.845317159,0.4743884,0.850339455,0.673304248
0.232610768,0.457302156,0.674374095,0.513411243,0.899050904,0.072172683,0.01151143,0.040388157,0.508925969,0.817690567,0.052242709,0.366674369,0.061219634,0.869371065,0.267515753,0.435280978,0.309548878,0.293477388,0.989308243,0.498321692
0.705862531,0.100089107,0.817913347,0.157581775,0.945363011,0.320793218,0.080033797,0.259654383,0.497969547,0.353479396,0.035206017,0.182206003,0.620165816,0.564813066,0.025761279,0.917924685,0.6254559,0.773525181,0.363625008,0.168626774
0.531848563,0.542735489,0.097310231,0.82126908,0.479780205,0.014789626,0.980354312,0.876145404,0.479122506,0.977661295,0.680196328,0.480221284,0.71729598,0.609979647,0.281305456,0.073010831,0.068844206,0.099642188,0.492421237,0.006226681
0.480014791,0.527217215,0.969293739,0.911464989,0.613532697,0.754094697,0.908272872,0.725841131,0.796674749,0.612623562,0.235557033,0.2620195,0.868354749,0.192233559,0.746700875,0.565964259,0.325441435,0.697364613,0.029213787,0.986594396
0.169603948,0.961625463,0.055373578,0.054733584,0.021843854,0.091463661,0.451114764,0.875241813,0.802619592,0.889883373,0.879068241,0.183546085,0.133882466,0.462398767,0.869130328,0.060448824,0.206854206,0.983441118,0.31501048,0.533511696
0.90744878,0.159808675,0.457537626,0.82877631,0.330346533,0.202760618,0.35002344,0.851783727,0.385869378,0.433545771,0.566981074,0.350571808,0.338133595,0.279945838,0.597970326,0.172052136,0.23512463,0.288495948,0.969322757,0.079234294
0.452164091,0.059819157,0.951710464,0.112833466,0.453640057,0.139955439,0.641197864,0.951403693,0.377871021,0.035389921,0.393067036,0.644701927,0.685700144,0.399024958,0.858245392,0.67057973,0.726356148,0.058046485,0.903133764,0.01496591
0.101531538,0.851076506,0.431958387,0.435373041,0.478960722,0.943995242,0.468447535,0.329681934,0.428546236,0.355296905,0.135969899,0.145011957,0.344815498,0.264352107,0.190796403,0.871329619,0.02330293,0.964042485,0.507882913,0.223401621
0.698359909,0.977086718,0.633299962,0.084145276,0.132906799,0.723332754,0.790180723,0.051953858,0.771149622,0.563162234,0.205740562,0.240202576,0.952548346,0.651761484,0.758422921,0.274735586,0.420071788,0.418597311,0.4351973,0.751715925
0.884634302,0.724933407,0.528224957,0.493638762,0.186974656,0.451607361,0.107651601,0.863956082,0.438286098,0.913501253,0.012243598,0.659513998,0.401107252,0.586771745,0.362488323,0.965205251,0.300708839,0.708903591,0.404690424,0.023025555
0.040992203,0.314773959,0.882362204,0.250770611,0.465898115,0.716486949,0.237511,0.092224606,0.644390289,0.640247617,0.554906434,0.186638643,0.052589536,0.688661987,0.6394705,0.538308005,0.496135056,0.480920631,0.209526115,0.363323453
0.956921577,0.402645811,0.781564787,0.44432948,0.081126371,0.095491054,0.379942676,0.622817785,0.962804405,0.713873554,0.132158288,0.991249718,0.961707655,0.397893417,0.208664011,0.573413564,0.844794405,0.756559232,0.793135524,0.243065464
0.81884805,0.473120773,0.880997599,0.494083372,0.506107563,0.281546844,0.539622647,0.172837795,0.523113001,0.936134347,0.177869471,0.742333716,0.517682011,0.572992552,0.474218219,0.225364302,0.60460443,0.14275744,0.032758771,0.66604575
0.555435802,0.655420093,0.408795352,0.389529736,0.029333443,0.529325405,0.127320473,0.317989477,0.622441249,0.104430655,0.022904967,0.371286163,0.614411599,0.870015995,0.191759819,0.79560728,0.203898875,0.845066275,0.199462791,0.708818402
0.430923286,0.403274516,0.409061428,0.101979177,0.202568246,0.307886352,0.919382128,0.611992831,0.667035788,0.357722073,0.692684214,0.767593844,0.606736163,0.185728521,0.099760762,0.853198929,0.493560458,0.298447693,0.382415556,0.544277061
0.392795896,0.692632425,0.935854936,0.435921206,0.701236006,0.350017977,0.906260394,0.67607734,0.736510697,0.323035403,0.343702634,0.311089075,0.515443459,0.830399251,0.905767821,0.418543365,0.472425118,0.578181412,0.615490662,0.914304124
0.680568166,0.632777423,0.628686787,0.65158111,0.18394709,0.551454995,0.278814345,0.720618142,0.040490727,0.632418979,0.330316994,0.03182173,0.324664502,0.412073466,0.185505321,0.617965809,0.334388935,0.01458162,0.800785779,0.107009732
0.227512523,0.8001109,0.030229622,0.300947522,0.954269912,0.819000115,0.776964912,0.723775601,0.207547467,0.14727623,0.10922116,0.724076429,0.466779151,0.486822938,0.506226029,0.323266631,0.898425124,0.315274504,0.793451784,0.735403614
0.922517867,0.905616117,0.258152338,0.270543885,0.579152891,0.058746847,0.842948252,0.04375246,0.781080366,0.867127804,0.888053596,0.033547584,0.92216985,0.347291461,0.778463042,0.907304244,0.224581033,0.166105331,0.213794449,0.559448469
0.822082399,0.2525467,0.581934668,0.717497686,0.705441325,0.254808455,0.597735898,0.714994816,0.601682906,0.069958001,0.093125656,0.934884184,0.87801524,0.974300008,0.398487943,0.759457053,0.351804829,0.092020561,0.192420616,0.986475556
0.888422843,0.052564268,0.792236762,0.977008636,0.626629823,0.417178927,0.040803799,0.7483164,0.622802542,0.863990243,0.984651442,0.885503782,0.613263087,0.815809913,0.660851576,0.379010964,0.733100452,0.723062211,0.765440099,0.993378689
0.817010162,0.088928265,0.087576902,0.053505742,0.547918933,0.873894205,0.516236766,0.224936723,0.90327687,0.011082669,0.452724748,0.123185109,0.067440212,0.107810501,0.753481234,0.647948132,0.433835093,0.268119985,0.348522542,0.518219465
0.174220328,0.955510474,0.740817825,0.860890055,0.641767481,0.41998158,0.757064233,0.830590174,0.905295377,0.93163564,0.663107145,0.277977395,0.336458331,0.220127506,0.204145272,0.08805412,0.011252301,0.284729686,0.988122932,0.24255769
0.531528798,0.128711465,0.838475269,0.932457352,0.744316657,0.494469519,0.717175842,0.535995263,0.487895365,0.618681894,0.582506956,0.040701094,0.612933332,0.261806661,0.811114122,0.37496471,0.499475605,0.326564712,0.552083123,0.510385077
0.640688095,0.412134015,0.82542875,0.819247575,0.464161378,0.083800941,0.397582344,0.059111358,0.340485531,0.250365385,0.003146982,0.992119474,0.647956421,0.21851287,0.444395681,0.014663548,0.429408826,0.456694899,0.353166975,0.070901001
